FNFNUM,GENUS,SPECIES,TAXON
2339,Mahonia,gracilipes,Mahonia gracilipes
2340,Mahonia,japonica,Mahonia japonica
2341,Mahonia,nervosa,Mahonia nervosa
2342,Mahonia,philipinensis,Mahonia philipinensis
2343,Mahonia,siamensis,Mahonia siamensis
2345,Lippia,javanica,Lippia javanica
2344,Hyptis,dilatata,Hyptis dilatata
2346,Isodon,grandifolius,Isodon grandifolius
2347,Lepechinia,hastata,Lepechinia hastata
2348,Lepechinia,urbanii,Lepechinia urbanii
2349,Podocarpus,koordersii,Podocarpus koordersii
2350,Salvia,africana-lutea,Salvia africana-lutea
2351,Salvia,chinopeplica,Salvia chinopeplica
2352,Salvia,columbariae,Salvia columbariae
2353,Salvia,mellifera,Salvia mellifera
2354,Salvia,munzii,Salvia munzii
2355,Lepechinia,meyenii,Lepechinia meyenii
2356,Pulicaria,salviaefolia,Pulicaria salviaefolia
2357,Salvia,apiana,Salvia apiana
2358,Salvia,willeana,Salvia willeana
2359,Capparis,tomentosa,Capparis tomentosa
2360,Heracleum,sphondylium,Heracleum sphondylium
2361,Albizia,lebbeck,Albizia lebbeck
2362,Amomum,compactum,Amomum compactum
2363,Costus,speciosus,Costus speciosus
2364,Phragmites,australis,Phragmites australis
2365,Croton,lechleri,Croton lechleri
2366,Lindera,benzoin,Lindera benzoin
2367,Aframomum,melegueta,Aframomum melegueta
2368,Ononis,spinosa,Ononis spinosa
2369,Wasabia,japonica,Wasabia japonica
2370,Xylopia,aethiopica,Xylopia aethiopica
2371,Camellia,japonica,Camellia japonica
2372,Callicarpa,americana,Callicarpa americana
2373,Lycium,barbarum,Lycium barbarum
2374,Lycium,chilense,Lycium chilense
2375,Dianthus,caryophyllus,Dianthus caryophyllus
2376,Dianthus,barbatus,Dianthus barbatus
2377,Dianthus,chinensis,Dianthus chinensis
2378,Dianthus,sp.,Dianthus sp.
2379,Dianthus,superbus,Dianthus superbus
2380,Nandina,domestica,Nandina domestica
2381,Rhus,coriaria,Rhus coriaria
2382,Eruca,sativa,Eruca sativa
2383,Parthenocissus,quinquefolia,Parthenocissus quinquefolia
81,Anemone,coronaria,Anemone coronaria
133,Asiasarum,heterotropoides,Asiasarum heterotropoides
169,Bowiea,volubilis,Bowiea volubilis
317,Crescentia,alata,Crescentia alata
1496,Croton,macrostachys,Croton macrostachys
362,Digitalis,purpurea,Digitalis purpurea
1554,Diospyros,zenkeri,Diospyros zenkeri
442,Ginkgo,biloba,Ginkgo biloba
446,Glehnia,littoralis,Glehnia littoralis
489,Hydrastis,canadensis,Hydrastis canadensis
524,Kaempferia,galanga,Kaempferia galanga
1897,Kennedia,nigricans,Kennedia nigricans
1314,Litsea,glaucescens,Litsea glaucescens var. glaucescens
1606,Maytenus,boaria,Maytenus boaria
2081,Origanum,vulgare,Origanum vulgare var. gracile
721,Phoenix,dactylifera,Phoenix dactylifera
763,Plantago,psyllium,Plantago psyllium
2027,Plectranthus,incanus,Plectranthus incanus
1936,Pterocarpus,angolensis,Pterocarpus angolensis
1793,Rhododendron,falconeri,Rhododendron falconeri
887,Salvia,miltiorrhiza,Salvia miltiorrhiza
891,Sambucus,canadensis,Sambucus canadensis
967,Stachytarpheta,jamaicensis,Stachytarpheta jamaicensis
5009,Telosma,cordata,Telosma cordata
1060,Vigna,unguiculata,Vigna unguiculata subsp. sesquipedalis
2330,Tagetes,lucida,Tagetes lucida
2385,Dipsacus,fullonum,Dipsacus fullonum
2386,Salix,sp.,Salix sp.
2384,Inonotus,obliquus,Inonotus obliquus
2387,Abies,spectabilis,Abies spectabilis
2388,Lepidium,meyenii,Lepidium meyenii
